person_id,acct_id,target_id,target_type,platform,granted_at,granted_by,is_direct
ID-0005,acct-git-ID-0005-9f4059,grp-git-003,group,github,2026-02-16T12:25:03.480259,system,True
ID-0005,acct-git-ID-0005-9f4059,grp-git-005,group,github,2026-04-06T12:25:03.480259,system,True
ID-0005,acct-git-ID-0005-9f4059,grp-git-006,group,github,2025-07-20T12:25:03.480259,system,True
ID-0006,acct-git-ID-0006-5f3551,grp-git-005,group,github,2025-10-05T12:25:03.480259,system,True
ID-0006,acct-git-ID-0006-5f3551,grp-git-006,group,github,2025-11-14T12:25:03.480259,system,True
ID-0006,acct-git-ID-0006-5f3551,grp-git-003,group,github,2025-09-13T12:25:03.480259,system,True
ID-0006,acct-azu-ID-0006-a7f2da,grp-azu-006,group,azure_ad,2025-07-29T12:25:03.480259,system,True
ID-0006,acct-azu-ID-0006-a7f2da,grp-azu-003,group,azure_ad,2026-01-30T12:25:03.480259,system,True
ID-0006,acct-azu-ID-0006-a7f2da,grp-azu-005,group,azure_ad,2025-09-27T12:25:03.480259,system,True
ID-0007,acct-aws-ID-0007-c176d9,grp-aws-002,group,aws_iam,2026-01-02T12:25:03.480259,system,True
ID-0007,acct-aws-ID-0007-c176d9,grp-aws-003,group,aws_iam,2025-09-16T12:25:03.480259,system,True
ID-0007,acct-ser-ID-0007-e32f41,grp-ser-003,group,servicenow,2025-08-30T12:25:03.480259,system,True
ID-0007,acct-ser-ID-0007-e32f41,grp-ser-004,group,servicenow,2025-12-08T12:25:03.480259,system,True
ID-0007,acct-git-ID-0007-a28b39,grp-git-006,group,github,2025-09-14T12:25:03.480259,system,True
ID-0007,acct-git-ID-0007-a28b39,grp-git-007,group,github,2025-08-16T12:25:03.480259,system,True
ID-0008,acct-aws-ID-0008-2a2af8,grp-aws-009,group,aws_iam,2025-12-01T12:25:03.480259,system,True
ID-0008,acct-sal-ID-0008-e72a10,grp-sal-005,group,salesforce,2025-10-27T12:25:03.480259,system,True
ID-0008,acct-okt-ID-0008-8e43b1,grp-okt-003,group,okta,2025-12-08T12:25:03.480259,system,True
ID-0008,acct-okt-ID-0008-8e43b1,grp-okt-007,group,okta,2026-01-29T12:25:03.480259,system,True
ID-0009,acct-azu-ID-0009-c5dd55,grp-azu-001,group,azure_ad,2026-02-18T12:25:03.480259,system,True
ID-0009,acct-sal-ID-0009-493247,grp-sal-001,group,salesforce,2025-08-14T12:25:03.480259,system,True
ID-0009,acct-sal-ID-0009-493247,grp-sal-003,group,salesforce,2026-04-23T12:25:03.480259,system,True
ID-0009,acct-sal-ID-0009-493247,grp-sal-002,group,salesforce,2026-03-29T12:25:03.480259,system,True
ID-0009,acct-act-ID-0009-6ae593,grp-act-009,group,active_directory,2026-03-11T12:25:03.480259,system,True
ID-0009,acct-act-ID-0009-6ae593,grp-act-006,group,active_directory,2026-05-13T12:25:03.480259,system,True
ID-0010,acct-ser-ID-0010-fe02b2,grp-ser-003,group,servicenow,2026-06-14T12:25:03.480259,system,True
ID-0010,acct-ser-ID-0010-fe02b2,grp-ser-002,group,servicenow,2025-11-17T12:25:03.480259,system,True
ID-0010,acct-ser-ID-0010-fe02b2,grp-ser-000,group,servicenow,2025-10-13T12:25:03.480259,system,True
ID-0010,acct-git-ID-0010-70b668,grp-git-007,group,github,2025-09-26T12:25:03.480259,system,True
ID-0010,acct-git-ID-0010-70b668,grp-git-005,group,github,2025-07-22T12:25:03.480259,system,True
ID-0011,acct-aws-ID-0011-a92c9c,grp-aws-003,group,aws_iam,2025-12-08T12:25:03.480259,system,True
ID-0011,acct-aws-ID-0011-a92c9c,grp-aws-007,group,aws_iam,2025-12-30T12:25:03.480259,system,True
ID-0011,acct-azu-ID-0011-0434a0,grp-azu-001,group,azure_ad,2026-02-08T12:25:03.480259,system,True
ID-0011,acct-azu-ID-0011-0434a0,grp-azu-003,group,azure_ad,2025-12-28T12:25:03.480259,system,True
ID-0011,acct-act-ID-0011-6ed7ba,grp-act-004,group,active_directory,2026-05-08T12:25:03.480259,system,True
ID-0011,acct-act-ID-0011-6ed7ba,grp-act-008,group,active_directory,2026-02-17T12:25:03.480259,system,True
ID-0011,acct-act-ID-0011-6ed7ba,grp-act-000,group,active_directory,2025-11-24T12:25:03.480259,system,True
ID-0012,acct-azu-ID-0012-83b204,grp-azu-004,group,azure_ad,2025-09-12T12:25:03.480259,system,True
ID-0012,acct-azu-ID-0012-83b204,grp-azu-006,group,azure_ad,2026-01-02T12:25:03.480259,system,True
ID-0012,acct-okt-ID-0012-1b839b,grp-okt-004,group,okta,2026-03-14T12:25:03.480259,system,True
ID-0012,acct-okt-ID-0012-1b839b,grp-okt-009,group,okta,2026-01-10T12:25:03.480259,system,True
ID-0012,acct-ser-ID-0012-72bc84,grp-ser-001,group,servicenow,2025-08-23T12:25:03.480259,system,True
ID-0012,acct-ser-ID-0012-72bc84,grp-ser-005,group,servicenow,2025-09-25T12:25:03.480259,system,True
ID-0012,acct-ser-ID-0012-72bc84,grp-ser-004,group,servicenow,2025-08-19T12:25:03.480259,system,True
ID-0013,acct-sal-ID-0013-b88c1f,grp-sal-002,group,salesforce,2025-10-12T12:25:03.480259,system,True
ID-0013,acct-sal-ID-0013-b88c1f,grp-sal-005,group,salesforce,2026-04-29T12:25:03.480259,system,True
ID-0013,acct-sal-ID-0013-b88c1f,grp-sal-001,group,salesforce,2026-06-14T12:25:03.480259,system,True
ID-0013,acct-git-ID-0013-0032f1,grp-git-002,group,github,2025-10-19T12:25:03.480259,system,True
ID-0013,acct-git-ID-0013-0032f1,grp-git-000,group,github,2026-04-23T12:25:03.480259,system,True
ID-0014,acct-azu-ID-0014-0c8c10,grp-azu-001,group,azure_ad,2025-11-19T12:25:03.480259,system,True
ID-0014,acct-ser-ID-0014-b5165a,grp-ser-004,group,servicenow,2025-11-06T12:25:03.480259,system,True
ID-0015,acct-act-ID-0015-a93cb2,grp-act-003,group,active_directory,2026-04-01T12:25:03.480259,system,True
ID-0015,acct-azu-ID-0015-f51d43,grp-azu-005,group,azure_ad,2026-02-22T12:25:03.480259,system,True
ID-0015,acct-azu-ID-0015-f51d43,grp-azu-004,group,azure_ad,2026-01-24T12:25:03.480259,system,True
ID-0015,acct-sal-ID-0015-12ee15,grp-sal-000,group,salesforce,2025-08-04T12:25:03.480259,system,True
ID-0015,acct-sal-ID-0015-12ee15,grp-sal-005,group,salesforce,2025-08-23T12:25:03.480259,system,True
ID-0015,acct-aws-ID-0015-11abec,grp-aws-006,group,aws_iam,2025-07-24T12:25:03.480259,system,True
ID-0016,acct-act-ID-0016-787837,grp-act-008,group,active_directory,2025-11-11T12:25:03.480259,system,True
ID-0016,acct-act-ID-0016-787837,grp-act-007,group,active_directory,2026-01-06T12:25:03.480259,system,True
ID-0016,acct-act-ID-0016-787837,grp-act-009,group,active_directory,2025-08-15T12:25:03.480259,system,True
ID-0016,acct-okt-ID-0016-c14ea8,grp-okt-009,group,okta,2026-03-23T12:25:03.480259,system,True
ID-0016,acct-okt-ID-0016-c14ea8,grp-okt-000,group,okta,2025-10-23T12:25:03.480259,system,True
ID-0016,acct-okt-ID-0016-c14ea8,grp-okt-004,group,okta,2025-09-28T12:25:03.480259,system,True
ID-0016,acct-aws-ID-0016-d7a860,grp-aws-009,group,aws_iam,2025-10-12T12:25:03.480259,system,True
ID-0017,acct-aws-ID-0017-fa0162,grp-aws-008,group,aws_iam,2026-02-11T12:25:03.480259,system,True
ID-0017,acct-aws-ID-0017-fa0162,grp-aws-000,group,aws_iam,2026-01-06T12:25:03.480259,system,True
ID-0017,acct-okt-ID-0017-60fe55,grp-okt-008,group,okta,2025-10-27T12:25:03.480259,system,True
ID-0017,acct-okt-ID-0017-60fe55,grp-okt-000,group,okta,2025-11-21T12:25:03.480259,system,True
ID-0018,acct-okt-ID-0018-0c5e1b,grp-okt-007,group,okta,2025-08-02T12:25:03.480259,system,True
ID-0018,acct-okt-ID-0018-0c5e1b,grp-okt-009,group,okta,2025-08-13T12:25:03.480259,system,True
ID-0018,acct-act-ID-0018-3a5ce3,grp-act-004,group,active_directory,2025-11-24T12:25:03.480259,system,True
ID-0018,acct-azu-ID-0018-fefedd,grp-azu-003,group,azure_ad,2026-04-03T12:25:03.480259,system,True
ID-0018,acct-aws-ID-0018-13f3b2,grp-aws-004,group,aws_iam,2025-10-22T12:25:03.480259,system,True
ID-0018,acct-aws-ID-0018-13f3b2,grp-aws-008,group,aws_iam,2026-02-16T12:25:03.480259,system,True
ID-0018,acct-aws-ID-0018-13f3b2,grp-aws-009,group,aws_iam,2025-10-30T12:25:03.480259,system,True
ID-0019,acct-azu-ID-0019-2487b9,grp-azu-002,group,azure_ad,2025-08-28T12:25:03.480259,system,True
ID-0019,acct-azu-ID-0019-2487b9,grp-azu-000,group,azure_ad,2025-07-18T12:25:03.480259,system,True
ID-0019,acct-azu-ID-0019-2487b9,grp-azu-006,group,azure_ad,2025-10-13T12:25:03.480259,system,True
ID-0019,acct-act-ID-0019-a70cb1,grp-act-007,group,active_directory,2025-12-09T12:25:03.480259,system,True
ID-0019,acct-act-ID-0019-a70cb1,grp-act-005,group,active_directory,2025-10-30T12:25:03.480259,system,True
ID-0019,acct-act-ID-0019-a70cb1,grp-act-008,group,active_directory,2026-01-07T12:25:03.480259,system,True
ID-0019,acct-aws-ID-0019-900cb6,grp-aws-009,group,aws_iam,2025-11-22T12:25:03.480259,system,True
ID-0019,acct-okt-ID-0019-0a20cf,grp-okt-007,group,okta,2025-07-22T12:25:03.480259,system,True
ID-0019,acct-okt-ID-0019-0a20cf,grp-okt-006,group,okta,2026-04-04T12:25:03.480259,system,True
ID-0019,acct-okt-ID-0019-0a20cf,grp-okt-008,group,okta,2025-10-10T12:25:03.480259,system,True
ID-0020,acct-git-ID-0020-810d34,grp-git-002,group,github,2025-07-01T12:25:03.480259,system,True
ID-0020,acct-git-ID-0020-810d34,grp-git-000,group,github,2025-11-29T12:25:03.480259,system,True
ID-0020,acct-git-ID-0020-810d34,grp-git-003,group,github,2025-07-23T12:25:03.480259,system,True
ID-0020,acct-okt-ID-0020-c1c50d,grp-okt-008,group,okta,2025-10-14T12:25:03.480259,system,True
ID-0020,acct-okt-ID-0020-c1c50d,grp-okt-006,group,okta,2025-09-16T12:25:03.480259,system,True
ID-0021,acct-sal-ID-0021-0ba9ca,grp-sal-005,group,salesforce,2026-06-06T12:25:03.480259,system,True
ID-0021,acct-sal-ID-0021-0ba9ca,grp-sal-000,group,salesforce,2026-05-28T12:25:03.480259,system,True
ID-0021,acct-sal-ID-0021-0ba9ca,grp-sal-003,group,salesforce,2026-01-05T12:25:03.480259,system,True
ID-0021,acct-act-ID-0021-9977d8,grp-act-005,group,active_directory,2025-11-22T12:25:03.480259,system,True
ID-0021,acct-act-ID-0021-9977d8,grp-act-006,group,active_directory,2025-09-04T12:25:03.480259,system,True
ID-0022,acct-azu-ID-0022-e46b8c,grp-azu-002,group,azure_ad,2025-10-25T12:25:03.480259,system,True
ID-0022,acct-azu-ID-0022-e46b8c,grp-azu-005,group,azure_ad,2026-01-24T12:25:03.480259,system,True
ID-0022,acct-okt-ID-0022-a304d1,grp-okt-005,group,okta,2025-07-02T12:25:03.480259,system,True
ID-0022,acct-okt-ID-0022-a304d1,grp-okt-004,group,okta,2026-02-12T12:25:03.480259,system,True
ID-0022,acct-git-ID-0022-234154,grp-git-001,group,github,2025-08-30T12:25:03.480259,system,True
ID-0022,acct-git-ID-0022-234154,grp-git-007,group,github,2026-01-20T12:25:03.480259,system,True
ID-0022,acct-ser-ID-0022-8493bc,grp-ser-003,group,servicenow,2026-05-26T12:25:03.480259,system,True
ID-0022,acct-ser-ID-0022-8493bc,grp-ser-002,group,servicenow,2025-08-14T12:25:03.480259,system,True
ID-0022,acct-ser-ID-0022-8493bc,grp-ser-000,group,servicenow,2025-10-09T12:25:03.480259,system,True
ID-0023,acct-azu-ID-0023-55f148,grp-azu-005,group,azure_ad,2025-12-16T12:25:03.480259,system,True
ID-0023,acct-azu-ID-0023-55f148,grp-azu-000,group,azure_ad,2026-04-14T12:25:03.480259,system,True
ID-0023,acct-azu-ID-0023-55f148,grp-azu-002,group,azure_ad,2026-05-05T12:25:03.480259,system,True
ID-0023,acct-git-ID-0023-5b3d00,grp-git-002,group,github,2025-12-15T12:25:03.480259,system,True
ID-0023,acct-git-ID-0023-5b3d00,grp-git-001,group,github,2025-09-22T12:25:03.480259,system,True
ID-0023,acct-aws-ID-0023-e1e66d,grp-aws-002,group,aws_iam,2026-01-20T12:25:03.480259,system,True
ID-0023,acct-aws-ID-0023-e1e66d,grp-aws-004,group,aws_iam,2025-12-29T12:25:03.480259,system,True
ID-0023,acct-ser-ID-0023-335339,grp-ser-001,group,servicenow,2025-07-10T12:25:03.480259,system,True
ID-0024,acct-aws-ID-0024-8ccae8,grp-aws-001,group,aws_iam,2025-09-06T12:25:03.480259,system,True
ID-0024,acct-aws-ID-0024-8ccae8,grp-aws-003,group,aws_iam,2026-01-04T12:25:03.480259,system,True
ID-0024,acct-sal-ID-0024-e1bff9,grp-sal-006,group,salesforce,2026-04-10T12:25:03.480259,system,True
ID-0024,acct-sal-ID-0024-e1bff9,grp-sal-003,group,salesforce,2026-05-28T12:25:03.480259,system,True
ID-0024,acct-sal-ID-0024-e1bff9,grp-sal-002,group,salesforce,2026-06-01T12:25:03.480259,system,True
ID-0024,acct-ser-ID-0024-a7e23c,grp-ser-000,group,servicenow,2026-04-12T12:25:03.480259,system,True
ID-0025,acct-okt-ID-0025-3bab49,grp-okt-009,group,okta,2025-12-13T12:25:03.480259,system,True
ID-0025,acct-okt-ID-0025-3bab49,grp-okt-006,group,okta,2026-03-01T12:25:03.480259,system,True
ID-0025,acct-git-ID-0025-6d9ccd,grp-git-005,group,github,2025-12-14T12:25:03.480259,system,True
ID-0025,acct-azu-ID-0025-c123af,grp-azu-002,group,azure_ad,2026-04-19T12:25:03.480259,system,True
ID-0025,acct-azu-ID-0025-c123af,grp-azu-000,group,azure_ad,2025-10-31T12:25:03.480259,system,True
ID-0025,acct-azu-ID-0025-c123af,grp-azu-003,group,azure_ad,2026-05-05T12:25:03.480259,system,True
ID-0025,acct-ser-ID-0025-1b0396,grp-ser-005,group,servicenow,2026-02-16T12:25:03.480259,system,True
ID-0025,acct-ser-ID-0025-1b0396,grp-ser-004,group,servicenow,2026-04-17T12:25:03.480259,system,True
ID-0025,acct-ser-ID-0025-1b0396,grp-ser-000,group,servicenow,2025-09-04T12:25:03.480259,system,True
ID-0026,acct-ser-ID-0026-883a62,grp-ser-004,group,servicenow,2026-04-25T12:25:03.480259,system,True
ID-0026,acct-git-ID-0026-c73df3,grp-git-005,group,github,2026-05-25T12:25:03.480259,system,True
ID-0027,acct-ser-ID-0027-3e2f2f,grp-ser-004,group,servicenow,2025-07-18T12:25:03.480259,system,True
ID-0027,acct-ser-ID-0027-3e2f2f,grp-ser-001,group,servicenow,2025-09-27T12:25:03.480259,system,True
ID-0027,acct-aws-ID-0027-113aeb,grp-aws-000,group,aws_iam,2026-04-26T12:25:03.480259,system,True
ID-0027,acct-aws-ID-0027-113aeb,grp-aws-009,group,aws_iam,2025-10-12T12:25:03.480259,system,True
ID-0027,acct-aws-ID-0027-113aeb,grp-aws-007,group,aws_iam,2025-06-21T12:25:03.480259,system,True
ID-0027,acct-git-ID-0027-9c713c,grp-git-005,group,github,2026-04-17T12:25:03.480259,system,True
ID-0028,acct-okt-ID-0028-fd1050,grp-okt-005,group,okta,2026-05-03T12:25:03.480259,system,True
ID-0028,acct-okt-ID-0028-fd1050,grp-okt-007,group,okta,2026-01-11T12:25:03.480259,system,True
ID-0028,acct-act-ID-0028-e920cd,grp-act-002,group,active_directory,2026-05-08T12:25:03.480259,system,True
ID-0028,acct-act-ID-0028-e920cd,grp-act-007,group,active_directory,2026-05-04T12:25:03.480259,system,True
ID-0028,acct-sal-ID-0028-163d2d,grp-sal-006,group,salesforce,2025-09-06T12:25:03.480259,system,True
ID-0028,acct-sal-ID-0028-163d2d,grp-sal-001,group,salesforce,2025-09-06T12:25:03.480259,system,True
ID-0028,acct-azu-ID-0028-1b84c6,grp-azu-006,group,azure_ad,2026-05-25T12:25:03.480259,system,True
ID-0028,acct-azu-ID-0028-1b84c6,grp-azu-005,group,azure_ad,2026-01-24T12:25:03.480259,system,True
ID-0029,acct-okt-ID-0029-7f29ea,grp-okt-009,group,okta,2025-08-06T12:25:03.480259,system,True
ID-0029,acct-okt-ID-0029-7f29ea,grp-okt-003,group,okta,2025-08-10T12:25:03.480259,system,True
ID-0029,acct-azu-ID-0029-d75bc7,grp-azu-005,group,azure_ad,2025-06-26T12:25:03.480259,system,True
ID-0029,acct-azu-ID-0029-d75bc7,grp-azu-006,group,azure_ad,2026-01-13T12:25:03.480259,system,True
ID-0029,acct-azu-ID-0029-d75bc7,grp-azu-002,group,azure_ad,2025-12-29T12:25:03.480259,system,True
ID-0029,acct-act-ID-0029-6e00af,grp-act-009,group,active_directory,2026-04-09T12:25:03.480259,system,True
ID-0029,acct-aws-ID-0029-9c1a9d,grp-aws-008,group,aws_iam,2025-10-31T12:25:03.480259,system,True
ID-0030,acct-git-ID-0030-fba7ab,grp-git-001,group,github,2025-08-14T12:25:03.480259,system,True
ID-0030,acct-git-ID-0030-fba7ab,grp-git-002,group,github,2025-11-06T12:25:03.480259,system,True
ID-0030,acct-git-ID-0030-fba7ab,grp-git-003,group,github,2025-11-20T12:25:03.480259,system,True
ID-0030,acct-act-ID-0030-c9a87a,grp-act-001,group,active_directory,2025-07-08T12:25:03.480259,system,True
ID-0030,acct-act-ID-0030-c9a87a,grp-act-005,group,active_directory,2025-08-21T12:25:03.480259,system,True
ID-0030,acct-act-ID-0030-c9a87a,grp-act-006,group,active_directory,2025-10-14T12:25:03.480259,system,True
ID-0030,acct-sal-ID-0030-955ef6,grp-sal-000,group,salesforce,2026-05-23T12:25:03.480259,system,True
ID-0030,acct-sal-ID-0030-955ef6,grp-sal-001,group,salesforce,2026-06-17T12:25:03.480259,system,True
ID-0030,acct-azu-ID-0030-5fa3d3,grp-azu-006,group,azure_ad,2026-01-23T12:25:03.480259,system,True
ID-0031,acct-okt-ID-0031-d23e0c,grp-okt-005,group,okta,2025-10-28T12:25:03.480259,system,True
ID-0031,acct-okt-ID-0031-d23e0c,grp-okt-001,group,okta,2026-05-12T12:25:03.480259,system,True
ID-0031,acct-okt-ID-0031-d23e0c,grp-okt-006,group,okta,2026-01-11T12:25:03.480259,system,True
ID-0031,acct-git-ID-0031-a283d6,grp-git-006,group,github,2026-01-05T12:25:03.480259,system,True
ID-0031,acct-git-ID-0031-a283d6,grp-git-002,group,github,2026-03-25T12:25:03.480259,system,True
ID-0032,acct-git-ID-0032-994ba7,grp-git-005,group,github,2025-07-31T12:25:03.480259,system,True
ID-0032,acct-git-ID-0032-994ba7,grp-git-001,group,github,2026-04-23T12:25:03.480259,system,True
ID-0032,acct-git-ID-0032-994ba7,grp-git-002,group,github,2025-09-22T12:25:03.480259,system,True
ID-0032,acct-okt-ID-0032-af41a1,grp-okt-005,group,okta,2026-02-09T12:25:03.480259,system,True
ID-0032,acct-okt-ID-0032-af41a1,grp-okt-002,group,okta,2026-03-11T12:25:03.480259,system,True
ID-0032,acct-ser-ID-0032-ac12c9,grp-ser-000,group,servicenow,2025-08-28T12:25:03.480259,system,True
ID-0032,acct-ser-ID-0032-ac12c9,grp-ser-001,group,servicenow,2025-11-03T12:25:03.480259,system,True
ID-0032,acct-ser-ID-0032-ac12c9,grp-ser-003,group,servicenow,2025-07-07T12:25:03.480259,system,True
ID-0033,acct-aws-ID-0033-211912,grp-aws-007,group,aws_iam,2026-01-25T12:25:03.480259,system,True
ID-0033,acct-aws-ID-0033-211912,grp-aws-000,group,aws_iam,2026-05-12T12:25:03.480259,system,True
ID-0033,acct-ser-ID-0033-3ae7ad,grp-ser-004,group,servicenow,2025-10-27T12:25:03.480259,system,True
ID-0033,acct-git-ID-0033-e8b720,grp-git-000,group,github,2025-08-15T12:25:03.480259,system,True
ID-0033,acct-git-ID-0033-e8b720,grp-git-003,group,github,2025-10-20T12:25:03.480259,system,True
ID-0033,acct-git-ID-0033-e8b720,grp-git-004,group,github,2025-10-07T12:25:03.480259,system,True
ID-0033,acct-act-ID-0033-3e73c1,grp-act-001,group,active_directory,2026-03-24T12:25:03.480259,system,True
ID-0033,acct-act-ID-0033-3e73c1,grp-act-005,group,active_directory,2026-05-31T12:25:03.480259,system,True
ID-0034,acct-ser-ID-0034-95ad93,grp-ser-002,group,servicenow,2025-12-05T12:25:03.480259,system,True
ID-0034,acct-ser-ID-0034-95ad93,grp-ser-000,group,servicenow,2026-01-26T12:25:03.480259,system,True
ID-0034,acct-ser-ID-0034-95ad93,grp-ser-005,group,servicenow,2026-02-11T12:25:03.480259,system,True
ID-0034,acct-aws-ID-0034-28cefa,grp-aws-002,group,aws_iam,2025-12-23T12:25:03.480259,system,True
ID-0034,acct-aws-ID-0034-28cefa,grp-aws-005,group,aws_iam,2026-01-13T12:25:03.480259,system,True
ID-0034,acct-aws-ID-0034-28cefa,grp-aws-001,group,aws_iam,2025-07-20T12:25:03.480259,system,True
ID-0034,acct-git-ID-0034-74743f,grp-git-001,group,github,2026-01-03T12:25:03.480259,system,True
ID-0034,acct-git-ID-0034-74743f,grp-git-002,group,github,2026-04-16T12:25:03.480259,system,True
ID-0034,acct-git-ID-0034-74743f,grp-git-004,group,github,2025-07-12T12:25:03.480259,system,True
ID-0035,acct-azu-ID-0035-0fe1e4,grp-azu-000,group,azure_ad,2026-04-30T12:25:03.480259,system,True
ID-0035,acct-aws-ID-0035-7b4d8b,grp-aws-008,group,aws_iam,2025-12-10T12:25:03.480259,system,True
ID-0035,acct-aws-ID-0035-7b4d8b,grp-aws-000,group,aws_iam,2026-04-03T12:25:03.480259,system,True
ID-0035,acct-aws-ID-0035-7b4d8b,grp-aws-005,group,aws_iam,2026-03-29T12:25:03.480259,system,True
ID-0036,acct-sal-ID-0036-dc75d9,grp-sal-006,group,salesforce,2025-10-23T12:25:03.480259,system,True
ID-0036,acct-sal-ID-0036-dc75d9,grp-sal-003,group,salesforce,2026-03-13T12:25:03.480259,system,True
ID-0036,acct-sal-ID-0036-dc75d9,grp-sal-001,group,salesforce,2025-12-14T12:25:03.480259,system,True
ID-0036,acct-ser-ID-0036-408fad,grp-ser-002,group,servicenow,2026-03-30T12:25:03.480259,system,True
ID-0036,acct-ser-ID-0036-408fad,grp-ser-003,group,servicenow,2026-03-10T12:25:03.480259,system,True
ID-0036,acct-azu-ID-0036-94ef10,grp-azu-005,group,azure_ad,2025-09-10T12:25:03.480259,system,True
ID-0037,acct-okt-ID-0037-0ebdfc,grp-okt-007,group,okta,2025-11-20T12:25:03.480259,system,True
ID-0037,acct-git-ID-0037-825c04,grp-git-006,group,github,2026-06-06T12:25:03.480259,system,True
ID-0037,acct-azu-ID-0037-015b67,grp-azu-002,group,azure_ad,2025-10-22T12:25:03.480259,system,True
ID-0037,acct-azu-ID-0037-015b67,grp-azu-001,group,azure_ad,2025-06-29T12:25:03.480259,system,True
ID-0037,acct-azu-ID-0037-015b67,grp-azu-005,group,azure_ad,2026-04-10T12:25:03.480259,system,True
ID-0038,acct-aws-ID-0038-073eb0,grp-aws-009,group,aws_iam,2026-02-19T12:25:03.480259,system,True
ID-0038,acct-aws-ID-0038-073eb0,grp-aws-008,group,aws_iam,2026-01-17T12:25:03.480259,system,True
ID-0038,acct-aws-ID-0038-073eb0,grp-aws-006,group,aws_iam,2026-04-19T12:25:03.480259,system,True
ID-0038,acct-azu-ID-0038-1456d4,grp-azu-006,group,azure_ad,2025-10-08T12:25:03.480259,system,True
