event_id,timestamp,platform,event_type,acct_id,person_id,source_ip,user_agent,resource,success,is_anomalous,details
evt-cebc95ae,2026-05-30T07:27:24.695759,active_directory,resource_access,acct-act-ID-0019-771989,ID-0019,154.137.30.131,,exchange,True,False,"{""post_termination"": true}"
evt-88807fa1,2026-06-14T14:45:24.695759,github,resource_access,acct-git-ID-0020-fe382b,ID-0020,6.94.44.9,,packages,True,False,"{""post_termination"": true}"
evt-f7522c4b,2026-06-01T13:17:24.695759,aws_iam,resource_access,acct-aws-ID-0020-888efe,ID-0020,174.156.40.108,,s3://prod-data,True,False,"{""post_termination"": true}"
evt-fe06a127,2026-06-03T06:30:24.695759,aws_iam,resource_access,acct-aws-ID-0020-888efe,ID-0020,176.247.82.134,,lambda:*,True,False,"{""post_termination"": true}"
evt-ac822cb1,2026-06-04T12:24:24.695759,okta,resource_access,acct-okt-ID-0020-e9b3c1,ID-0020,129.59.60.191,,policies,True,False,"{""post_termination"": true}"
evt-d921e18e,2026-05-28T01:44:24.695759,active_directory,login_success,acct-act-ID-0020-8d30cd,ID-0020,26.216.24.229,,gpo,True,False,"{""post_termination"": true}"
evt-fb383193,2026-05-29T18:32:24.695759,active_directory,resource_access,acct-act-ID-0020-8d30cd,ID-0020,200.188.67.92,,gpo,True,False,"{""post_termination"": true}"
evt-81c22002,2026-06-15T07:16:24.695759,github,login_success,acct-git-ID-0020-fe382b,ID-0020,157.226.32.104,,packages,True,False,"{""post_termination"": true}"
evt-676fa471,2026-06-06T19:06:24.695759,okta,login_success,acct-okt-ID-0021-4b5ec1,ID-0021,133.175.46.212,,sso-apps,True,False,"{""post_termination"": true}"
evt-19444e11,2026-05-29T15:40:24.695759,okta,login_success,acct-okt-ID-0021-4b5ec1,ID-0021,64.35.192.242,,api-tokens,True,False,"{""post_termination"": true}"
evt-9251a412,2026-06-02T13:19:24.695759,github,resource_access,acct-git-ID-0021-0d1d46,ID-0021,39.48.119.228,,packages,True,False,"{""post_termination"": true}"
evt-63ec6e2a,2026-06-04T12:33:24.695759,active_directory,resource_access,acct-act-ID-0022-18b0be,ID-0022,188.80.236.152,,file-server,True,False,"{""post_termination"": true}"
evt-25a62089,2026-06-05T03:22:24.695759,aws_iam,login_success,acct-aws-ID-0022-c60cce,ID-0022,213.124.217.167,,iam:*,True,False,"{""post_termination"": true}"
evt-a2d09755,2026-05-27T03:58:24.695759,aws_iam,login_success,acct-aws-ID-0022-c60cce,ID-0022,166.127.145.99,,s3://prod-data,True,False,"{""post_termination"": true}"
evt-d8c481df,2026-05-22T20:41:24.695759,aws_iam,resource_access,acct-aws-ID-0022-c60cce,ID-0022,32.254.222.136,,iam:*,True,False,"{""post_termination"": true}"
evt-043a7dde,2026-06-05T12:09:24.695759,active_directory,login_success,acct-act-ID-0022-18b0be,ID-0022,2.136.172.16,,gpo,True,False,"{""post_termination"": true}"
evt-e30995f0,2026-05-31T18:03:24.695759,aws_iam,login_success,acct-aws-ID-0022-c60cce,ID-0022,170.245.222.205,,kms:*,True,False,"{""post_termination"": true}"
evt-2b5a6a46,2026-06-06T02:05:24.695759,aws_iam,login_success,acct-aws-ID-0022-c60cce,ID-0022,157.51.216.207,,iam:*,True,False,"{""post_termination"": true}"
evt-44efc0b4,2026-06-19T02:47:24.695759,aws_iam,login_success,acct-aws-ID-0022-c60cce,ID-0022,75.54.248.251,,ec2:*,True,False,"{""post_termination"": true}"
evt-0affa9a6,2026-06-08T15:01:24.695759,aws_iam,login_success,acct-aws-ID-0023-06ab10,ID-0023,199.215.177.233,,iam:*,True,False,"{""post_termination"": true}"
evt-fbf64650,2026-06-08T14:33:24.695759,okta,resource_access,acct-okt-ID-0023-f2bea4,ID-0023,98.29.210.255,,policies,True,False,"{""post_termination"": true}"
evt-c5295e31,2026-05-25T05:17:24.695759,active_directory,resource_access,acct-act-ID-0023-3347fc,ID-0023,126.111.202.134,,exchange,True,False,"{""post_termination"": true}"
evt-ee086fb5,2026-06-13T09:50:24.695759,salesforce,resource_access,acct-sal-ID-0024-601670,ID-0024,56.106.64.221,,contacts,True,False,"{""post_termination"": false}"
evt-40529c1c,2026-06-18T21:25:24.695759,okta,login_success,acct-okt-ID-0024-f4e7b6,ID-0024,139.196.178.102,,api-tokens,True,False,"{""post_termination"": false}"
evt-d85a308a,2026-06-11T07:03:24.695759,salesforce,resource_access,acct-sal-ID-0024-601670,ID-0024,149.96.98.144,,contacts,True,False,"{""post_termination"": false}"
evt-dab1f9d2,2026-06-06T04:42:24.695759,salesforce,login_success,acct-sal-ID-0024-601670,ID-0024,198.126.5.212,,opportunities,True,False,"{""post_termination"": false}"
evt-de2cda4f,2026-06-19T09:17:24.695759,okta,login_success,acct-okt-ID-0024-f4e7b6,ID-0024,210.153.96.245,,api-tokens,True,False,"{""post_termination"": false}"
evt-758a0d15,2026-05-29T18:16:24.695759,salesforce,login_success,acct-sal-ID-0024-601670,ID-0024,108.185.72.110,,opportunities,False,False,"{""post_termination"": false}"
evt-76501aa6,2026-05-27T00:28:24.695759,okta,login_success,acct-okt-ID-0024-f4e7b6,ID-0024,162.72.27.80,,sso-apps,False,False,"{""post_termination"": false}"
evt-1566237c,2026-06-12T01:11:24.695759,salesforce,login_success,acct-sal-ID-0024-601670,ID-0024,55.238.141.15,,contacts,True,False,"{""post_termination"": false}"
evt-673c5ec1,2026-06-06T08:10:24.695759,github,login_success,acct-git-ID-0025-1654d0,ID-0025,100.2.96.106,,repos:public,True,False,"{""post_termination"": true}"
evt-b5f181d2,2026-05-21T23:10:24.695759,active_directory,login_success,acct-act-ID-0025-db2e3c,ID-0025,137.255.88.166,,domain-controller,True,False,"{""post_termination"": true}"
evt-a40579de,2026-05-29T22:44:24.695759,aws_iam,login_success,acct-aws-ID-0025-25ff0a,ID-0025,202.234.196.91,,iam:*,True,False,"{""post_termination"": true}"
evt-f130ea1a,2026-06-14T15:11:24.695759,github,resource_access,acct-git-ID-0025-1654d0,ID-0025,32.146.183.186,,repos:public,True,False,"{""post_termination"": true}"
evt-4d653276,2026-05-27T20:52:24.695759,aws_iam,resource_access,acct-aws-ID-0026-8a432b,ID-0026,98.33.76.253,,kms:*,True,False,"{""post_termination"": true}"
evt-ce49d472,2026-06-03T02:34:24.695759,salesforce,resource_access,acct-sal-ID-0026-c77c4d,ID-0026,153.236.166.187,,contacts,True,False,"{""post_termination"": true}"
evt-b93cd1f1,2026-05-28T00:31:24.695759,aws_iam,login_success,acct-aws-ID-0026-8a432b,ID-0026,172.120.107.125,,lambda:*,True,False,"{""post_termination"": true}"
evt-fa249e51,2026-06-11T00:15:24.695759,salesforce,login_success,acct-sal-ID-0026-c77c4d,ID-0026,118.7.14.50,,setup,True,False,"{""post_termination"": true}"
evt-b14b6bdc,2026-05-27T11:28:24.695759,github,login_success,acct-git-ID-0027-4cca73,ID-0027,156.186.28.108,,repos:private,True,False,"{""post_termination"": false}"
evt-23134ec1,2026-05-24T00:18:24.695759,active_directory,resource_access,acct-act-ID-0027-b1a43a,ID-0027,82.203.16.28,,exchange,True,False,"{""post_termination"": false}"
evt-d36b40ef,2026-05-27T06:03:24.695759,github,resource_access,acct-git-ID-0027-4cca73,ID-0027,117.23.136.39,,settings,True,False,"{""post_termination"": false}"
evt-a1c315f4,2026-06-06T19:08:24.695759,salesforce,login_success,acct-sal-ID-0028-07bdc3,ID-0028,83.187.210.54,,setup,True,False,"{""post_termination"": true}"
evt-562bbcdb,2026-05-27T22:54:24.695759,github,login_success,acct-git-ID-0028-529b83,ID-0028,86.182.5.238,,repos:public,True,False,"{""post_termination"": true}"
evt-6edbe2c0,2026-05-27T12:45:24.695759,okta,login_success,acct-okt-ID-0028-8c4caa,ID-0028,118.204.114.232,,policies,False,False,"{""post_termination"": true}"
evt-675c10af,2026-06-14T07:43:24.695759,github,login_success,acct-git-ID-0028-529b83,ID-0028,120.162.30.54,,actions,True,False,"{""post_termination"": true}"
evt-627c7d02,2026-05-23T15:42:24.695759,okta,login_success,acct-okt-ID-0028-8c4caa,ID-0028,156.34.168.189,,sso-apps,True,False,"{""post_termination"": true}"
evt-1413b2ce,2026-05-20T22:15:24.695759,okta,login_success,acct-okt-ID-0028-8c4caa,ID-0028,164.116.64.0,,api-tokens,True,False,"{""post_termination"": true}"
evt-27b8ecc2,2026-05-29T09:11:24.695759,okta,resource_access,acct-okt-ID-0028-8c4caa,ID-0028,143.142.124.10,,api-tokens,True,False,"{""post_termination"": true}"
evt-9cb29cbb,2026-06-17T02:47:24.695759,okta,login_success,acct-okt-ID-0028-8c4caa,ID-0028,216.180.9.170,,policies,True,False,"{""post_termination"": true}"
evt-772c05e4,2026-06-07T07:08:24.695759,aws_iam,login_success,acct-aws-ID-0029-b8f0d4,ID-0029,170.150.101.36,,rds:prod,True,False,"{""post_termination"": true}"
evt-94ed91d4,2026-06-09T05:14:24.695759,github,login_success,acct-git-ID-0029-2c2d17,ID-0029,92.233.202.93,,settings,True,False,"{""post_termination"": true}"
evt-9c8a4924,2026-05-30T10:51:24.695759,okta,login_success,acct-okt-ID-0029-16728e,ID-0029,198.95.215.175,,sso-apps,True,False,"{""post_termination"": true}"
evt-fa95cd97,2026-05-30T17:35:24.695759,salesforce,resource_access,acct-sal-ID-0029-3c7143,ID-0029,12.108.81.213,,opportunities,True,False,"{""post_termination"": true}"
evt-0775febe,2026-06-19T11:31:24.695759,github,resource_access,acct-git-ID-0030-09e548,ID-0030,207.51.85.171,,packages,True,False,"{""post_termination"": false}"
